player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Antwan Smith,184640,LB,KENTUCKY,2,0,,,77.3,,,0,0,1,,202,65.8,69.5,75.1,62.7,67.0,77.7,0,,,0,1,0,0.0,0,17,22,0,0,0,0,0,0,0.0,
Steven Soles Jr.,184642,ED,KENTUCKY,11,0,,,7.7,,,0,0,0,,202,71.5,82.0,80.4,73.1,75.6,61.5,0,,50.0,1,0,0,0.0,0,3,39,2,1,0,0,0,0,0.0,
Bobby Arnold,184644,S,NEW MEXICO,4,1,10.0,77.8,97.5,11.0,8.6,0,0,1,11.1,241,54.1,64.2,84.5,46.2,83.9,63.6,0,40,44.4,4,0,0,155.8,7,78,80,0,4,9,1,136,79,1.8,19.4
DK Gilley,184655,S,RUTGERS,1,0,,,50.0,,,0,0,0,,278,60.4,63.1,69.0,57.0,63.1,73.2,0,,,0,0,0,0.0,0,2,4,0,0,0,0,0,0,0.0,
Kevin Levy,184661,CB,RUTGERS,2,0,15.5,0.0,94.4,,6.5,0,0,0,0.0,278,32.3,36.5,75.0,58.3,65.3,73.5,0,,,0,0,1,39.6,0,17,18,0,0,2,0,0,0,0.0,
Kaj Sanders,184665,S,RUTGERS,13,5,13.6,38.1,98.0,33.6,12.8,0,0,3,14.3,278,56.3,55.1,86.0,71.1,49.1,55.1,0,20,12.0,3,3,1,85.0,8,292,298,1,17,21,2,98,44,0.4,12.3
Jaion Jackson,184672,CB,C MICHIGAN,11,1,14.2,50.0,99.2,12.9,6.5,0,0,4,10.5,134,57.3,56.0,84.4,72.8,46.7,47.7,0,41,22.2,4,2,2,100.8,19,261,263,7,13,38,3,280,76,1.1,14.7
Bryce Rowe,184675,CB,C MICHIGAN,1,0,,,100.0,,,0,0,0,,134,61.3,51.3,72.3,,44.8,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Xavier White,184678,LB,C MICHIGAN,1,0,,,100.0,,,0,0,0,,134,60.0,82.8,69.7,,81.3,77.6,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Devin Henderson,184688,S,LIBERTY,2,0,-4.0,100.0,77.8,7.0,7.0,0,0,0,0.0,206,63.4,63.1,79.3,69.0,56.8,77.7,0,2,100.0,1,0,0,79.2,1,7,9,0,0,1,0,2,6,0.3,2.0
Brett Karhu,184713,ED,MEMPHIS,8,0,,,8.3,,,0,0,0,,218,41.5,43.8,0.0,55.8,53.6,20.5,0,,100.0,1,0,1,0.0,0,4,48,0,0,0,0,0,0,0.0,
Raymond Collins,184738,LB,OLE MISS,1,0,,,80.0,,,0,0,0,,226,61.9,63.1,73.1,59.5,62.3,75.6,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,
Andy Jaffe,184743,S,OLE MISS,1,0,,,100.0,,,0,0,0,,226,60.0,62.8,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Anthony Robinson III,184746,S,OLE MISS,1,0,,,100.0,,,0,0,0,,226,51.3,54.9,72.7,,61.2,21.8,0,,100.0,1,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Elijah Cannon,184752,CB,MISS STATE,4,0,15.7,33.3,90.9,9.0,3.0,0,0,0,0.0,227,60.7,67.3,75.1,60.0,74.4,79.2,1,31,,0,0,0,33.3,1,10,11,0,0,3,0,31,2,3.4,31.0
Tyler Woodard,184766,S,MISS STATE,4,1,10.0,100.0,93.1,7.3,7.3,0,0,0,0.0,227,48.3,40.1,0.0,57.8,49.2,42.4,0,17,0.0,0,0,3,115.3,3,27,29,2,2,3,0,35,5,1.6,11.7
Zion Edwards,184771,LB,SO MISS,1,0,13.0,100.0,100.0,3.0,3.0,0,0,0,0.0,296,49.4,32.7,68.3,,56.1,,0,19,,0,0,0,118.8,1,3,3,0,0,1,0,19,6,6.3,19.0
Joseph Harper,184773,LB,SO MISS,6,1,-6.0,100.0,87.2,33.0,33.0,0,0,0,0.0,296,75.7,68.5,80.3,65.3,59.9,62.4,0,2,0.0,0,0,0,79.2,1,34,39,1,2,1,0,2,8,0.1,2.0
Jordan Johnson,184774,S,SO MISS,9,1,1.0,100.0,95.9,22.3,22.3,0,0,0,0.0,296,43.7,45.1,80.3,65.4,47.4,52.9,0,15,10.0,1,0,0,93.1,3,71,74,1,8,3,0,19,16,0.3,6.3
Jameer Lewis,184776,ED,SO MISS,12,2,8.7,100.0,8.0,5.0,5.0,1,0,0,0.0,296,51.7,63.7,65.8,70.0,58.8,61.8,0,20,25.0,1,0,1,118.8,3,16,199,2,1,3,0,42,16,2.8,14.0
Jalen Owens,184782,ED,SO MISS,2,0,,,10.0,,,0,0,0,,296,60.0,53.4,76.4,62.5,49.1,,0,,,0,0,0,0.0,0,1,10,0,0,0,0,0,0,0.0,
Tyler Lepolo,184789,LB,TEMPLE,2,0,8.0,100.0,86.7,12.0,12.0,0,0,0,0.0,306,64.4,45.5,71.4,57.6,34.4,76.5,0,10,0.0,0,0,0,108.3,1,13,15,1,1,1,0,10,2,0.8,10.0
Eric Stuart,184793,LB,TEMPLE,3,1,6.0,50.0,93.5,43.0,21.5,0,0,0,0.0,306,69.7,61.3,77.3,66.9,51.6,53.2,0,5,0.0,0,0,0,56.3,1,43,46,1,1,2,0,5,1,0.1,5.0
Katin Surprenant,184794,LB,TEMPLE,5,0,5.8,50.0,100.0,7.5,3.8,0,0,0,0.0,306,52.7,40.3,73.9,,36.2,22.9,0,12,50.0,1,0,0,57.3,2,17,17,1,1,4,0,13,8,0.9,6.5
Myles Davis,184800,S,TEXAS A&M,3,1,4.0,100.0,100.0,7.0,7.0,0,0,0,0.0,312,63.8,62.6,76.4,,59.6,53.9,0,12,0.0,0,0,0,105.6,3,21,21,1,5,3,0,28,16,1.3,9.3
Tristan Jernigan,184806,LB,TEXAS A&M,2,1,,,100.0,,,0,0,0,,312,60.9,58.3,75.6,48.6,60.2,42.8,0,,66.7,2,0,0,0.0,0,16,16,0,0,0,0,0,0,0.0,
Jordan Lockhart,184808,LB,TEXAS A&M,3,0,0.0,50.0,100.0,23.0,11.5,0,0,0,0.0,312,57.4,66.9,75.4,,71.9,85.1,0,14,0.0,0,0,0,72.9,1,23,23,1,2,2,0,14,12,0.6,14.0
Kyland Reed,184819,LB,BAYLOR,7,0,2.0,100.0,66.7,15.0,15.0,0,0,0,0.0,118,38.0,39.3,0.0,80.8,45.0,22.9,0,1,100.0,1,0,1,118.8,1,16,24,0,0,1,1,1,0,0.1,1.0
Kris Wokomah,184823,S,BAYLOR,2,0,-1.0,100.0,100.0,4.0,4.0,0,0,0,0.0,118,30.8,34.4,69.9,,60.0,79.4,0,12,0.0,0,0,0,116.7,1,4,4,0,1,1,0,12,13,3.0,12.0
Matthew Bess,184826,CB,IOWA STATE,2,0,20.5,0.0,100.0,,4.5,0,0,0,0.0,193,44.0,45.2,72.6,,60.9,,0,,,0,0,0,39.6,0,9,9,0,0,2,0,0,0,0.0,
Cael Brezina,184827,LB,IOWA STATE,8,0,4.4,80.0,76.8,19.8,15.8,0,0,1,20.0,193,53.0,57.9,82.1,58.3,62.1,48.6,0,15,66.7,2,1,0,91.7,4,86,112,1,1,5,0,30,8,0.4,7.5
Quentin Taylor Jr.,184840,CB,IOWA STATE,2,1,,,100.0,,,0,0,0,,193,66.6,66.8,71.8,,60.0,74.8,0,,0.0,0,0,0,0.0,0,10,10,0,0,0,0,0,0,0.0,
Aaron Flowers,184845,S,OREGON,1,0,,,100.0,,,0,0,0,,264,62.3,64.7,67.4,,63.1,73.5,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Sione Laulea,184853,CB,OREGON,3,0,11.5,50.0,95.7,7.0,3.5,0,0,2,33.3,264,85.1,83.9,74.2,58.3,61.2,76.6,1,14,0.0,0,2,0,22.2,3,22,23,0,2,6,0,26,10,1.2,8.7
Kingston Lopa,184854,S,OREGON,5,0,9.0,0.0,92.9,,12.0,0,0,0,0.0,264,44.6,48.0,73.8,59.2,62.7,,0,,,0,0,1,39.6,0,13,14,0,0,1,0,0,0,0.0,
Brayden Platt,184860,LB,OREGON,1,0,,,100.0,,,0,0,0,,264,60.9,53.1,68.0,,56.7,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Greco Carrillo,184868,CB,S JOSE ST,3,1,8.0,66.7,100.0,6.0,4.0,0,0,1,33.3,285,67.5,68.0,73.6,,60.0,74.8,0,4,0.0,0,0,0,70.1,2,12,12,0,0,3,0,8,6,0.7,4.0
Malakai Hoeft,184873,LB,S JOSE ST,5,0,6.7,100.0,73.7,12.7,12.7,0,0,0,0.0,285,47.6,53.8,84.1,61.9,62.3,33.2,0,36,50.0,2,0,0,158.3,3,42,57,1,2,3,1,74,54,1.9,24.7
Nassir Pitters,184876,CB,S JOSE ST,2,0,,,66.7,,,0,0,0,,285,62.5,69.8,70.8,71.0,,,0,,,0,0,0,0.0,0,4,6,0,0,0,0,0,0,0.0,
Kaleb Beasley,184880,CB,TENNESSEE,4,0,7.3,57.1,100.0,3.5,2.0,0,0,1,14.3,307,60.5,63.3,76.1,,67.7,78.5,0,19,0.0,0,1,0,74.1,4,16,16,0,1,7,0,41,17,2.9,10.3
Boo Carter,184881,CB,TENNESSEE,13,2,5.2,67.6,94.5,8.8,5.9,0,0,0,0.0,307,53.2,61.4,87.0,81.3,75.9,60.7,1,31,20.0,5,0,1,83.3,25,239,253,8,18,37,1,241,127,1.1,9.6
Edrees Farooq,184882,S,TENNESSEE,4,0,18.0,50.0,100.0,15.0,7.5,0,0,0,0.0,307,58.7,65.2,75.1,,69.1,62.6,0,18,,0,0,0,81.3,1,16,16,0,0,2,0,18,19,1.2,18.0
Marcus Goree Jr.,184884,CB,TENNESSEE,1,0,11.0,100.0,100.0,1.0,1.0,0,0,0,0.0,307,62.1,65.7,70.9,,64.3,77.0,0,12,0.0,0,0,0,116.7,1,1,1,1,1,1,0,12,1,12.0,12.0
Edwin Spillman,184892,LB,TENNESSEE,4,0,9.0,50.0,96.3,26.0,13.0,0,0,0,0.0,307,54.8,62.0,75.0,59.5,70.2,49.1,0,19,0.0,0,0,0,83.3,1,26,27,1,1,2,0,19,7,0.7,19.0
Devynn Cromwell,184896,S,TEXAS TECH,6,3,14.8,37.5,99.0,30.7,11.5,0,0,0,0.0,315,64.1,62.4,81.7,60.0,56.6,49.9,0,6,16.7,2,0,0,45.8,3,98,99,0,7,8,0,14,13,0.2,4.7
Mason Edwards,184914,CB,UTAH ST,2,0,17.0,100.0,100.0,11.0,11.0,0,0,0,0.0,329,54.2,53.5,73.1,,55.7,37.2,0,12,,0,0,0,156.3,1,11,11,0,0,1,1,12,0,1.1,12.0
William Holmes,184917,ED,UTAH ST,9,0,,,1.2,,,0,0,0,,329,60.5,60.0,82.9,65.3,52.0,62.0,0,,,0,0,0,0.0,0,1,81,1,0,0,0,0,0,0.0,
Joshua Clarke,184928,CB,VA TECH,1,0,22.0,100.0,100.0,3.7,3.7,0,0,0,0.0,337,33.6,37.8,73.8,,63.0,76.7,0,35,0.0,0,0,1,158.3,3,12,12,0,2,3,1,65,7,5.9,21.7
Noah Jenkins,184933,S,VA TECH,1,0,10.0,100.0,100.0,1.5,1.5,0,0,0,0.0,337,58.7,58.8,68.6,,,78.6,0,20,0.0,0,0,0,116.7,2,3,3,1,2,2,0,24,4,8.0,12.0
Quentin Reddish,184938,S,VA TECH,11,1,10.0,60.0,100.0,28.2,16.9,0,0,1,10.0,337,62.5,64.6,14.8,,72.2,77.6,0,29,18.2,2,0,1,126.3,6,174,174,2,8,10,1,98,23,0.6,16.3
Brody Bujnoch,186407,LB,AIR FORCE,2,0,,,88.9,,,0,0,0,,101,64.2,57.4,74.1,59.3,53.4,50.8,0,,0.0,0,0,0,0.0,0,8,9,1,1,0,0,0,0,0.0,
Hiroshi Carr,186409,CB,AIR FORCE,3,0,23.0,100.0,100.0,9.0,9.0,0,0,0,0.0,101,40.5,44.7,72.9,,65.0,15.2,0,73,100.0,1,0,0,158.3,1,9,9,0,0,1,1,73,50,8.1,73.0
Kyle Chen,186411,S,AIR FORCE,8,2,13.5,72.7,99.3,17.0,12.4,0,1,0,0.0,101,47.3,48.4,82.6,59.8,51.2,66.4,0,25,12.5,2,0,1,104.0,8,144,145,1,12,11,0,109,24,0.8,13.6
Dallas Daley,186414,LB,AIR FORCE,3,0,,,81.8,,,0,0,0,,101,67.2,63.6,75.6,54.6,60.5,34.6,0,,0.0,0,0,0,0.0,0,27,33,1,1,0,0,0,0,0.0,
Luke Fisher,186418,LB,AIR FORCE,6,2,6.9,88.9,79.5,7.3,6.4,0,0,0,0.0,101,36.1,45.9,79.4,62.9,57.0,61.0,0,33,42.9,3,0,0,118.8,8,62,78,0,2,9,0,128,64,2.2,16.0
Blake Fletcher,186420,LB,AIR FORCE,8,2,4.7,57.1,79.8,22.5,12.9,0,0,1,14.3,101,69.2,69.1,83.7,78.1,59.6,75.7,1,13,11.1,1,1,0,29.8,4,95,119,5,6,7,0,33,10,0.4,8.3
Houston Hendrix,186424,S,AIR FORCE,10,2,10.1,50.0,100.0,29.7,14.8,0,0,2,16.7,101,61.8,64.2,86.4,,67.3,63.9,0,25,20.0,2,1,0,107.3,6,190,190,0,6,12,1,103,60,0.6,17.2
Devin Jordan,186430,S,AIR FORCE,2,0,,,100.0,,,0,0,0,,101,61.6,62.6,73.4,,62.1,53.0,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
David Santiago,186443,ED,AIR FORCE,10,4,5.0,75.0,10.9,10.3,7.8,0,0,0,0.0,101,89.6,70.9,90.2,63.2,64.4,65.4,0,9,12.5,2,0,0,80.2,3,31,285,7,10,4,0,15,17,0.5,5.0
Geajorm Akpaloo,186457,LB,COAST CAR,3,0,18.0,100.0,100.0,13.0,13.0,0,0,0,0.0,141,55.5,49.3,72.5,,47.5,,0,24,,0,0,0,118.8,1,14,14,0,0,1,0,24,6,1.8,24.0
Jayden Bryant,186460,ED,COAST CAR,3,1,3.3,100.0,31.4,2.5,2.5,0,0,0,0.0,141,44.2,51.5,81.2,65.8,50.2,27.5,0,22,60.0,3,0,0,110.4,4,11,35,2,1,4,0,42,29,4.2,10.5
Zach Cody,186462,CB,COAST CAR,10,2,12.5,76.9,100.0,10.2,7.8,0,0,0,0.0,141,47.0,50.1,81.5,,65.7,66.3,0,57,15.4,2,0,3,118.3,10,107,107,0,9,13,0,178,89,1.7,17.8
Ibrahim Diawara,186466,ED,COAST CAR,9,0,,,1.7,,,0,0,0,,141,61.1,61.8,80.5,66.7,54.4,77.5,0,,,0,0,0,0.0,0,1,58,2,0,0,0,0,0,0.0,
Jaitlin Hampton,186470,CB,COAST CAR,6,0,8.6,71.4,98.6,13.0,9.3,1,0,1,14.3,141,55.4,56.8,78.9,59.7,62.6,43.9,0,24,25.0,2,0,1,102.7,5,70,71,1,6,7,0,69,33,1.1,13.8
Se'Von McDowell,186481,LB,COAST CAR,4,1,,,66.7,,,0,0,0,,141,66.1,56.7,74.5,56.8,51.4,79.2,0,,0.0,0,0,0,0.0,0,6,9,0,1,0,0,0,0,0.0,
Antonio Molder II,186485,S,COAST CAR,1,0,,,100.0,,,0,0,0,,141,34.4,37.6,69.0,,,22.2,0,,100.0,1,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Myles Woods,186498,CB,COAST CAR,10,1,11.7,76.9,87.5,8.4,6.5,0,0,1,7.7,141,62.4,62.2,83.8,56.6,62.1,53.5,0,92,22.2,2,1,0,157.9,10,91,104,2,6,13,3,180,113,2.1,18.0
Keondre Williams,186581,ED,W KENTUCKY,7,0,0.0,0.0,42.3,,11.0,0,0,0,0.0,346,61.2,70.0,80.9,78.9,64.4,69.2,1,,100.0,1,0,0,0.0,0,11,26,0,0,1,0,0,0,0.0,
Kobi Blackwell,188135,CB,BUFFALO,1,0,32.0,0.0,100.0,,1.0,0,0,0,0.0,126,60.0,74.3,69.4,,63.2,73.5,1,,,0,0,0,0.0,0,1,1,0,0,1,0,0,0,0.0,
Ronnell Davis,188141,S,BUFFALO,3,0,23.0,0.0,100.0,,21.0,0,0,0,0.0,126,48.6,51.6,74.1,,62.8,39.2,0,,50.0,1,0,0,39.6,0,21,21,0,1,1,0,0,0,0.0,
John Keough,188146,S,BUFFALO,2,0,,,100.0,,,0,0,0,,126,60.9,64.7,69.7,,62.5,75.3,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Khamani Hudson,188171,CB,CAL,2,0,46.0,100.0,100.0,5.0,5.0,0,0,0,0.0,130,55.5,57.9,71.0,,62.8,,0,40,,0,0,0,158.3,1,7,7,0,0,1,1,40,0,8.0,40.0
Marqavious Saboor,188199,S,CINCINNATI,1,0,15.0,0.0,100.0,,10.0,0,0,0,0.0,138,50.0,63.0,71.9,,77.9,79.9,0,,,0,0,0,39.6,0,10,10,0,0,1,0,0,0,0.0,
Montay Weedon,188203,LB,CINCINNATI,11,0,-0.5,50.0,83.3,42.0,21.0,0,0,0,0.0,138,73.0,63.1,81.4,54.3,49.9,41.9,0,0,0.0,0,0,0,56.3,1,45,54,1,3,2,0,0,0,0.0,0.0
Nylan Brown,188221,LB,KENT STATE,8,0,5.0,60.0,77.3,17.0,10.2,0,0,0,0.0,201,42.7,54.7,0.0,55.3,71.3,65.2,0,19,,0,0,1,122.5,3,51,66,0,0,5,1,37,29,0.7,12.3
Martell Buchanan,188222,CB,KENT STATE,2,0,1.0,0.0,83.3,,9.0,0,0,0,0.0,201,63.3,57.5,77.8,59.4,51.8,32.8,0,,0.0,0,0,0,39.6,0,10,12,1,1,1,0,0,0,0.0,
Garrett Dial,188225,LB,KENT STATE,1,0,,,80.0,,,0,0,0,,201,48.5,35.1,73.1,60.0,40.9,79.1,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,
Jaire Rawlison,188236,CB,KENT STATE,3,3,16.2,66.7,98.3,13.5,9.0,0,0,1,16.7,201,64.5,67.3,0.0,59.7,79.5,88.5,0,39,0.0,0,1,1,145.8,4,59,60,3,6,6,1,70,19,1.3,17.5
Clinton Robinson,188238,S,KENT STATE,2,0,25.0,0.0,100.0,,2.0,0,0,0,0.0,201,44.2,38.2,70.5,,53.6,21.6,0,,,0,0,0,39.6,0,2,2,0,0,1,0,0,0,0.0,
Keyshawn Flowers,188247,LB,MARYLAND,6,1,1.0,100.0,87.0,19.0,19.0,0,0,0,0.0,215,55.5,59.8,76.5,56.3,64.6,70.3,0,11,0.0,0,0,0,112.5,1,20,23,0,1,1,0,11,10,0.6,11.0
Keion Flowers,188248,LB,MARYLAND,2,0,,,100.0,,,0,0,0,,215,61.6,63.5,66.9,,60.0,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Kevyn Humes,188251,CB,MARYLAND,8,0,14.1,73.3,100.0,8.2,6.0,0,0,0,0.0,215,56.5,57.7,80.3,,63.1,72.6,0,27,0.0,0,0,1,96.3,11,95,95,2,10,15,0,119,14,1.3,10.8
Judah Jenkins,188252,CB,MARYLAND,9,2,6.2,84.6,97.4,6.4,5.4,0,0,0,0.0,215,47.4,45.7,0.0,66.9,48.3,27.9,0,24,30.0,3,0,2,108.7,11,75,77,1,5,13,0,131,52,1.9,11.9
Shamar McIntosh,188256,S,MARYLAND,1,0,,,66.7,,,0,0,0,,215,60.9,56.8,70.8,59.7,55.5,28.2,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Trey Reddick,188261,ED,MARYLAND,12,2,2.5,100.0,29.7,7.8,7.8,0,0,0,0.0,215,61.1,62.9,85.3,62.6,60.7,55.7,0,15,25.0,1,0,0,100.0,4,33,111,3,1,4,0,32,22,1.0,8.0
La'khi Roland,188264,CB,MARYLAND,5,1,12.6,57.1,99.2,14.1,8.1,0,0,1,7.1,215,61.2,60.4,82.4,55.4,57.1,58.7,0,30,0.0,0,1,0,103.0,8,118,119,2,5,14,1,99,24,0.9,12.4
Toney Coleman Jr.,188273,CB,MIAMI OH,4,0,22.8,75.0,100.0,10.3,7.8,0,0,1,25.0,221,69.8,69.6,77.9,,62.8,63.8,0,34,16.7,1,1,0,107.3,3,32,32,1,5,4,0,41,-1,1.3,13.7
Kaleb Martin,188286,CB,MIAMI OH,4,0,18.7,18.2,100.0,20.5,3.7,0,0,2,18.2,221,57.4,61.0,78.2,,71.1,60.8,0,30,25.0,1,0,0,41.5,2,41,41,0,3,11,0,38,5,0.9,19.0
Kash Dillon,188294,ED,UTAH,2,1,3.0,100.0,11.1,1.0,1.0,0,0,0,0.0,328,60.6,57.8,72.8,53.8,60.0,73.7,0,5,0.0,0,0,0,87.5,1,1,9,1,1,1,0,5,2,5.0,5.0
Rabbit Evans,188296,S,UTAH,7,0,6.8,71.4,92.5,13.0,9.3,0,0,1,7.1,328,79.2,73.1,81.3,68.2,59.8,59.4,0,18,9.1,1,0,0,85.4,10,136,147,4,10,14,0,80,83,0.6,8.0
Quimari Shemwell,188301,CB,UTAH,4,1,14.0,0.0,96.4,,26.0,0,0,0,0.0,328,67.6,58.9,78.4,59.5,29.8,28.2,0,,0.0,0,0,0,39.6,0,27,28,0,0,1,0,0,0,0.0,
Justin Content,188309,CB,UTEP,5,1,19.8,50.0,100.0,12.4,6.2,0,0,1,10.0,330,52.0,51.6,78.8,,52.7,52.4,0,54,0.0,0,0,0,127.1,5,64,64,1,3,10,2,105,23,1.7,21.0
Kyran Duhon,188312,ED,UTEP,12,1,,,0.5,,,0,0,0,,330,63.6,75.7,84.4,69.3,74.1,71.0,0,,0.0,0,0,0,0.0,0,1,219,9,2,0,0,0,0,0.0,
Jaylin Jones,188317,ED,UTEP,10,1,-0.5,100.0,29.4,7.0,7.0,0,0,0,0.0,330,58.7,60.5,82.2,61.6,59.2,83.7,0,10,0.0,0,0,0,93.8,2,15,51,0,1,2,0,13,14,0.9,6.5
Brandon Jones,188318,LB,UTEP,2,0,,,83.3,,,0,0,0,,330,61.3,52.3,70.7,59.2,58.1,,0,,,0,0,0,0.0,0,5,6,0,0,0,0,0,0,0.0,
Stratton Shufelt,188322,LB,UTEP,8,0,6.9,87.5,86.8,9.1,8.0,0,0,2,25.0,330,65.8,64.4,81.7,58.2,61.7,66.1,0,25,0.0,0,2,0,142.2,7,66,76,1,3,8,1,69,23,1.1,9.9
Ekow Taylor,188325,ED,UTEP,6,0,16.0,100.0,36.4,12.0,12.0,0,0,0,0.0,330,62.4,45.8,78.8,59.8,33.5,32.8,0,24,0.0,0,0,0,118.8,1,12,33,2,1,1,0,24,8,2.0,24.0
Brandon Barnes,188330,S,ARK STATE,1,0,,,100.0,,,0,0,0,,113,62.0,69.7,72.8,,73.6,83.1,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
Jaylen Bentley,188371,S,GA SOUTHRN,2,1,,,100.0,,,0,0,0,,174,67.4,68.4,69.3,,60.0,80.4,0,,0.0,0,0,0,0.0,0,4,4,0,1,0,0,0,0,0.0,
Devin Collier,188374,S,GA SOUTHRN,1,0,,,100.0,,,0,0,0,,174,62.5,62.8,69.4,,60.0,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
JT Haskins,188456,CB,OHIO,3,1,13.7,100.0,100.0,3.7,3.7,0,0,0,0.0,259,45.9,52.4,74.3,,70.4,66.8,0,27,25.0,1,0,0,158.3,3,11,11,1,2,3,1,44,7,4.0,14.7
Tony Mathis,188466,CB,OHIO,3,0,11.3,50.0,100.0,6.0,3.0,0,0,1,25.0,259,47.4,49.8,75.1,,62.4,73.5,0,17,0.0,0,0,0,111.5,2,13,13,0,1,4,1,27,1,2.3,13.5
Charles Correa,188483,LB,UNLV,10,3,4.9,86.7,83.6,7.7,6.7,0,0,1,6.7,325,49.8,56.7,80.1,62.9,64.9,36.3,0,29,30.8,4,1,0,107.2,13,102,122,2,6,15,0,146,82,1.5,11.2
Nijrell Eason II,188486,CB,UNLV,1,0,,,100.0,,,0,0,0,,325,60.8,61.5,67.3,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Andre Porter,188496,ED,UNLV,2,0,,,7.1,,,0,0,0,,325,60.0,54.7,75.4,53.9,,,0,,,0,0,0,0.0,0,1,14,0,0,0,0,0,0,0.0,
Jaylin Lackey,188517,CB,VANDERBILT,10,1,10.0,68.0,99.4,9.8,6.7,0,0,1,4.0,333,53.0,53.5,82.6,59.4,56.0,37.2,0,86,26.7,4,1,1,150.4,17,173,174,4,10,25,4,340,165,2.0,20.0
Rolijah Hardy,188665,LB,INDIANA,11,1,4.3,66.7,83.1,10.8,7.2,0,0,0,0.0,190,45.2,74.0,80.9,62.7,91.9,70.6,2,13,14.3,1,0,0,42.1,6,69,83,2,5,9,0,52,40,0.8,8.7
Zashon Rich,188692,CB,KANSAS ST,6,1,14.6,45.5,98.8,15.0,6.8,0,0,3,27.3,199,63.4,62.8,78.8,58.7,57.9,70.1,0,60,0.0,0,2,1,89.2,5,80,81,2,7,11,0,130,37,1.7,26.0
Koi Perich,188710,S,MINNESOTA,12,6,13.3,55.6,93.5,24.4,13.6,0,0,1,5.6,225,88.9,88.9,31.8,69.9,82.3,74.7,5,15,9.5,2,0,2,28.7,10,260,278,4,13,18,0,86,38,0.4,8.6
Xavion Griffin,188741,S,W KENTUCKY,2,0,11.0,66.7,100.0,9.0,6.0,0,0,0,0.0,346,47.7,55.3,78.9,,69.7,46.2,0,17,0.0,0,0,0,122.2,2,18,18,0,1,3,1,18,16,1.0,9.0
Miller Malone,188748,CB,W KENTUCKY,1,0,,,100.0,,,0,0,0,,346,63.4,56.9,70.8,,50.5,27.7,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Devon Jordan,188773,CB,OKLAHOMA,4,0,12.0,0.0,100.0,,21.0,0,0,0,0.0,261,67.0,67.6,74.9,,63.3,,0,,,0,0,0,39.6,0,22,22,0,0,1,0,0,0,0.0,
Jeremiah Newcombe,188776,CB,OKLAHOMA,2,1,8.0,66.7,100.0,6.5,4.3,0,0,1,33.3,261,68.8,69.3,72.4,,60.0,76.2,0,10,0.0,0,1,0,81.3,2,14,14,0,1,3,0,17,1,1.3,8.5
Prince Williams,188829,S,S DIEGO ST,1,0,,,100.0,,,0,0,0,,284,60.4,60.5,67.1,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Noa Siaosi,188848,DI,S JOSE ST,10,0,,,3.2,,,0,0,0,,285,56.9,47.7,24.2,59.1,45.2,72.1,0,,,0,0,1,0.0,0,2,63,0,0,0,0,0,0,0.0,
Darrius Davis,188860,CB,STANFORD,4,1,13.2,70.0,98.6,9.6,6.7,0,0,0,0.0,300,47.9,49.2,80.9,59.0,63.1,81.7,0,30,0.0,0,0,0,132.5,7,68,69,1,4,10,1,93,25,1.4,13.3
Brandon Nicholson,188871,CB,STANFORD,7,2,14.8,67.6,100.0,9.7,6.5,1,0,1,2.7,300,62.1,60.3,84.0,,45.9,50.4,1,30,7.7,2,0,2,109.3,25,264,264,2,22,37,3,312,62,1.3,12.5
